name,category,review.point,price,currency,description.1.2247.
"Tobermory 12 year old, 46.3%",Single Malt Scotch,88,57,$,"The House Stark bottling is presented with an image of a dire wolf on the label. The nose yields honey, orange, malt, toffee, and a suggestion of struck matches. Medium-bodied and sweet, with red apples, apricots, milk chocolate, and white pepper. Satsumas, nutmeg, milky cocoa, and gingery oak in the medium-length finish."
"Glenglassaugh Torfa, 50%",Single Malt Scotch,88,55,$,"This was aged in new American oak and selected for its faint smokiness, believed to have been picked up from a previous peated spirit run. Pears, white pepper, and faint cigarette smoke on the nose. Full-bodied, with lots of tropical fruit, vanilla, honey, and a slightly antiseptic note. Long and peppery in the finish, with more medicinal flavor. £500"
"Highland Park 21 year old (November 2019 Release), 46%",Single Malt Scotch,88,350,$,"Nectar D’Or is aged in bourbon barrels for 10 years, before 2 years of finishing in sauternes wine casks. The nose offers apricots in syrup, honey, walnuts, and ripe green grapes, while the oily palate yields citrus fruits and honeyed cereal notes, along with white pepper and wood spice. The finish is long and oaky, with a fleeting return of apricots."
"Jane Walker, 41.9%",Blended Malt Scotch Whisky,88,38,$,"The nose offers early grassiness, then vanilla, Jaffa orange, toffee apple, and honey. A smooth palate delivery, with more orange and toffee apple, plus almonds and caramel. The finish is long, with white pepper and sweet oak."
"Single Malts of Scotland 13 year old Glen Elgin 2006 Single Cask (Cask No. 9800011), 54.1%",Single Malt Scotch,88,125,$,"Spicy on the nose, with deep, full tropical fruit notes, praline, and marzipan. The palate is silky, with fudge and raisins, then cherry liqueur. The finish yields dark chocolate and citrus fruit, plus peppery oak."
"Tomintoul 12 year old Oloroso Sherry Cask, 40%",Single Malt Scotch,88,80,$,"After initial maturation in first-fill bourbon barrels, this 2006 vintage from Tullibardine was transferred into marsala wine casks for a year of finishing. The nose offers vanilla, ginger, printer’s ink, red wine, plums, milk chocolate, and walnuts. Rich red-berry fruit flavors on the palate—raspberries and cream—plus coffee and cloves. Black treacle and dark chocolate in the slightly earthy finish. Accomplished."
"Tomintoul 16 year old, 40%",Single Malt Scotch,88,72,$,"A William Grant & Sons single malt from an undisclosed Lowland distillery. It offers flavors of mashed turnip sprinkled with table salt early on the nose; brittle toffee, malt, and vanilla aromas develop. Creamy toffee, more salt, honey, orange fondant, and sweet oak on the palate. The lengthy finish features gentle spices, oak, and white pepper. £22"
"Gordon & MacPhail Connoisseurs Choice Hermitage Wood Finish 2004 (Distilled at Caol Ila; Batch 18/002), 45%",Single Malt Scotch,88,110,$,"The latest addition to Glen Moray’s Classic range was aged in bourbon barrels and finished in cabernet sauvignon wine casks. Raspberry cordial is prominent on the nose, with soft toffee, marzipan, and coconut. The raspberry carries over from the nose to the palate, with vanilla, ginger, and ultimately, dark chocolate. Spicy in the finish, with berry fruits and  subtle oak. Best Value"
" Balblair 18 year old, 46%",Single Malt Scotch,88,209,$,"Matured in bourbon barrels and oloroso sherry casks. Tangerines, barley sugar, milky coffee, soft toffee, and sweet sherry on the inviting nose. Orange carries over to the palate, with spicy dark chocolate, ginger, and cocktail cherries. The finish features vanilla, long-lasting dark chocolate, and prunes."
"Glenlivet 12 year old Double Oak, 40%",Single Malt Scotch,88,45,$,"Finished in sherry casks. The nose is slightly reticent, with orange peel, instant coffee, and a hint of burning coal. More obvious orange notes on the palate, with milk chocolate and drying oak. Dark chocolate and slightly bitter oak in the medium-length finish."
"Glen Moray Madeira Cask Project, 46.3%",Single Malt Scotch,88,84,$,"This non-chill filtered, higher-strength Deanston 12 year old replaced its ‘standard’ predecessor in 2009. It offers a nose of orange marmalade, shortbread dipped in honey, ginger, cinnamon, and vanilla. Salted caramel, milk chocolate, hazelnuts, fudge, and sweet oak on the soft palate. The finish is medium in length, with peppery oak."
"Fettercairn 16 year old, 46.4%",Single Malt Scotch,88,91,$,"Three Wood has been a key part of Auchentoshan’s portfolio since 2002. It was matured in bourbon, then finished in oloroso and Pedro Ximénez casks. Orange peel, dried apricots, milk chocolate, and fresh-sawn oak on the nose. Toffee, stewed fruits, sherry, cinnamon, and wood spice on the palate. The finish is quite long, with malt, oak, and dark chocolate."
"Highland Park Triskelion, 45.1%",Single Malt Scotch,88,220,$,"Distilled with a portion of barley grown on the distillery’s Easter Elchies estate. The nose detects quite intense sherry, plus black forest cake, then warm leather and fresh-squeezed orange juice. Full sherry notes on the palate, with new leather, marzipan, cherry liqueur, furniture polish, and dark chocolate. The finish yields bitter chocolate, licorice, nutmeg, and tingling wood spices."
"Benriach The Original Ten, 43%",Single Malt Scotch,88,54,$,"Relatively dry on the nose, with citrus fruit, hazelnut, and quite dry sherry. The palate is full and rich, with sweeter sherry notes, cinnamon, and banoffee pie. Jaffa oranges, hot chocolate, and slightly tannic oak in the medium-length finish. Matured in oloroso casks."
"Cardhu 11 year old (Diageo Special Releases 2020), 56%",Single Malt Scotch,88,111,$,"The nose is floral, with honey, toffee, cereal, and a hint of smoke, but subtle maritime notes are also present. The palate is rich and relatively complex: spicy, with citrus fruit, more cereal, seaweed, peat smoke, and oak. Lengthy in the finish, with toffee, new leather, and perpetual spice. A long-standing favorite with a very distinctive profile."
"DS Tayman 12 year old Flam Wine Barrel-Finished (Distilled at Linkwood; Cask No. 180803325), 46%",Single Malt Scotch,88,65,$,"Lemon juice, tide pools, roasted pork, and peat embers mingle on the nose. Smoky toffee in time. Canned peach slices in syrup over woodsmoke on the palate; buttery smoked fish, lots of energetic spices. The finish is fruity, with aniseed and lingering spices."
"Gordon & MacPhail 125th Anniversary 1984 (Distilled at Glenury Royal; Cask No. 2335), 49.1%",Single Malt Scotch,88,2500,$,"An upfront classic single malt from an undisclosed Islay distillery, launched to coincide with the opening of Hunter Laing’s Ardnahoe Distillery. Overt peat smoke on the nose, with brine, citrus spices, vanilla, and mild antiseptic. Stewed fruits and bonfire embers on the palate, with new leather and rich spice notes. The slightly medicinal finish features peppery oak."
"The Singleton of Dufftown 17 year old (Diageo Special Releases 2020), 55.1%",Single Malt Scotch,88,145,$,"Strawberry jam and heather honey on the nose, with subtle woodsmoke, vanilla, and pineapple. Bold tropical fruits on the palate, with toffee, red berries, and more soft woodsmoke. The medium-length finish highlights licorice and drying oak."
"DS Tayman 10 year old Flam Wine Barrel-Finished (Distilled at Caol Ila), 46%",Single Malt Scotch,88,65,$,"Matured in a mix of bourbon and sherry casks. A whiff of brine on the early nose, with damp earth, citrus fruit, cereal, and mildly smoky oak. The palate is supple and offers vanilla toffee, cedarwood, hazelnuts, and more brine. A spicy finish yields coconut and a hint of dry peat."
"Bruichladdich Octomore 11.1, 59.4%",Single Malt Scotch,88,200,$,"Sherbet, creamy vanilla, whole lemon, fresh baked goods, sweet grain notes, strong floral blooms, with hints of snuff and ground pepper on the nose. Light, delicate palate of lemon flesh; the citrus sharpens up, with grapefruit flavors supported by fine ground pepper and a lasting wave of vanilla. A pleasing tingle of spices on the finish, coupled with punchy citrus notes. A nimble, vigorous blend that offers a multitude of serves. Best Values"
"Bladnoch 10 year old, 46.7%",Single Malt Scotch,88,65,$,"Made from the same recipe as previous Peat Week bottlings, with the name referring to the one week per year Balvenie distills peated whisky. Stone fruits lightly smoked in a peat kiln on the early nose, new leather, and honey. Sweet peat smoke, orchard fruits, and soft spices on the palate. The fruits darken in the finish, with licorice and spicy oak. (18,000 bottles)"
"Chivas, 25 year old, 40%",Blended Scotch Whisky,87,300,$,"A rich, fruity nose of baked apple, fruitcake, sliced almond, honey, and white pepper. At cask strength this is quite a bumpy ride, with warm apple, sultana, and caramel revving up to a jagged peak of ginger, pepper, and clove. When your taste buds emerge on the other side, it settles into a more pleasing caramel and toffee sweetness. Perfect for armchair mountaineers."
"Johnnie Walker Gold, 18 year old, 40%",Blended Scotch Whisky,87,65,$,"Lime syrup, grapefruit peel, Smarties candy, ripe peach, and orange peel zested over vanilla frosting make for an attractive nose. Fruity and tangy with green apple, lemon, vanilla, burnt oak, clove, and pepper, developing more candy sweetness than fruit flavors in the latter phases. As the spiciness blooms, extra layers of vanilla and toffee are added. A tangy fruit finish with a citrus edge."
Cask & Thistle 29 year old 1974 Vintage (distilled at Aberfeldy),Single Malt Scotch,87,110,$,"A period of finishing in a combination of Pedro Ximénez and oloroso sherry puncheons and hogsheads distinguishes this release. The nose is fragrant, with spicy red wine, raspberries, ginger, milk chocolate, and nutmeg. Viscous on the palate, with lots of cloves, plus vanilla, raisins, and instant coffee with a slug of sherry in it. Dark chocolate, licorice, and black coffee feature in the finish. Overall, nicely balanced."
"Signatory (distilled at Ben Nevis), Cask #7438, 31 year old, 1975 vintage, 58.4%",Single Malt Scotch,87,300,$,"This Glenkinchie malt and Cameronbridge grain blend highlights the vanilla character of Black Label with a nose of green apple, dry grasses, vanilla toffee, peach pit, and banana custard, with subtle hints of oak and spice. The mouthfeel is light with green apple and candied lemon, growing fruitier with boiled candies and a hint of creaminess, all held in check by the spice. Grassy finish with a hefty backdraft of spice."
"Wild Scotsman (distilled at Ben Nevis), 13 year old, 1992 vintage, cask #693",Single Malt Scotch,87,70,$,"This strikes an earnest tone with a nose of rich fruit, dried apricot, whole orange, macadamia nut, ground spices, and pepper crackers. A blend of 21 malts, and the first blended malt in Royal Salute’s 66-year history, this has a harmonious palate comprising citrus, apple, pear, barley sugar, and ginger spice, with a finish focused on orange and a little spice."
"BenRiach 12 year old 1994 vintage, 56%",Single Malt Scotch,87,66,$,"Distilled in 2013 from Scottish barley, this 107 ppm 5 year old was matured entirely in first-fill American oak casks. Quite elemental on the nose, with brine, rock pool, and cigarette ash aromas, plus ginger and an ultimate hint of nougat. Peaches on the palate, with lively spices, roasted nuts, oak, and dark peat. The finish features licorice, overt peat, and black pepper. (42,000 bottles)"
